name,discipline,games
Athletics at the 1992 Summer Olympics - Women's Javelin Throw,Women's Javelin throw,1992 Summer Olympics
Cycling at the 1956 Summer Olympics - Men's sprint,Men's Track cycling; Sprint individual,1956 Summer Olympics
Shooting at the 2012 Summer Olympics - Women's 10 metre air rifle,Women's 10m air rifle,2012 Summer Olympics
Shooting at the 2012 Summer Olympics - Women's Skeet,Women's Skeet,2012 Summer Olympics
Wrestling at the 2004 Summer Olympics - Women's Freestyle Lightweight,Women's Freestyle Wrestling; Lightweight 48 - 55kg,2004 Summer Olympics
Athletics at the 2004 Summer Olympics - Women's 10;000 metres,Women's Athletics; 10000m,2004 Summer Olympics
Swimming at the 2004 Summer Olympics - Men's 4 x 100 metre medley relay,Men's 4x100m medley relay,2004 Summer Olympics
Wrestling at the 1992 Summer Olympics - Men's freestyle Middleweight,Men's freestyle wrestling; Middleweight 74-82 kg,1992 Summer Olympics
Athletics at the 1988 Summer Olympics - Men's shot put,Men's Shot put,1988 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight 52-57 kg,1980 Summer Olympics
Judo at the 2000 Summer Olympics - Women's 78 kg,Women's Judo; 70 - 78kg (half-heavyweight),2000 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Men's trampoline,Men's trampoline,2008 Summer Olympics
Swimming at the 2008 Summer Olympics - Women's 100 metre backstroke,Women's 100m backstroke,2008 Summer Olympics
Wrestling at the 2008 Summer Olympics - Men's Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight 55kg,2008 Summer Olympics
Wrestling at the 1920 Summer Olympics - Men's Greco-Roman Lightweight,Greco-Roman Wrestling;  Lightweight 60-67.5kg,1920 Summer Olympics
Basketball at the 2008 Summer Olympics - Men,Men's basketball,2008 Summer Olympics
Athletics at the 1992 Summer Olympics - Women's 400 metres,Women's Athletics; 400m,1992 Summer Olympics
Athletics at the 1928 Summer Olympics - Men's long jump,Men's Long jump,1928 Summer Olympics
Weightlifting at the 1936 Summer Olympics - Men's Featherweight 60 kg,Men's Weightlifting; featherweight -60,1936 Summer Olympics
Bobsleigh at the 2006 Winter Olympics - Two Man Bobsleigh,,
Cycling at the 2004 Summer Olympics - Women's Individual Pursuit,Women's Track Cycling; Individual Pursuit,2004 Summer Olympics
Shooting at the 1912 Summer Olympics - Men's 300 metre rifle; three positions,Men's 300m Free Rifle; 3 Positions,1912 Summer Olympics
Fencing at the 1904 Summer Olympics - Men's team foil,,1904 Summer Olympics
Wrestling at the 1904 Summer Olympics - Men's freestyle featherweight,Men's Freestyle Wrestling; Featherweight 56.7-61.2kg,1904 Summer Olympics
Sailing at the 1912 Summer Olympics - 10 metre class,,1912 Summer Olympics
Sailing at the 1936 Summer Olympics,,
Gymnastics at the 1904 Summer Olympics - Men's rings,Men's Rings,1904 Summer Olympics
Equestrian at the 1900 Summer Olympics - High jump,Equestrian; High Jump,1900 Summer Olympics
Swimming at the 2000 Summer Olympics - Men's 1500 metre freestyle,Men's 1500m freestyle,2000 Summer Olympics
Gymnastics at the 2004 Summer Olympics - Men's rings,Men's Rings,2004 Summer Olympics
Swimming at the 1904 Summer Olympics - Men's 880 yard freestyle,Men's 880yds Freestyle,1904 Summer Olympics
Athletics at the 1920 Summer Olympics - Men's pentathlon,Men's Pentathlon,1920 Summer Olympics
Tennis at the 1912 Summer Olympics - Men's Indoor Singles,Men's Tennis; Indoor Singles,1912 Summer Olympics
Diving at the 1932 Summer Olympics - Men's 3 metre springboard,Men's 3 metre springboard,1932 Summer Olympics
Athletics at the 1936 Summer Olympics – Men's 4x100 metre relay,Men's Athletics; 4x100m relay,1936 Summer Olympics
Athletics at the 1952 Summer Olympics – Men's 3000 metres steeplechase,,
Fencing at the 1968 Summer Olympics – Men's sabre,,
Sailing at the 2004 Summer Olympics - Women's sailboard,Women's Sailboard,2004 Summer Olympics
Swimming at the 1968 Summer Olympics - Women's 100 metre breaststroke,Women's 100m breaststroke,1968 Summer Olympics
Shooting at the 1968 Summer Olympics - Men's 300 metre rifle; three positions,Men's 300m Free Rifle; 3 Positions,1968 Summer Olympics
Snowboarding at the 2002 Winter Olympics – Women's parallel giant slalom,Women's Parallel Giant Slalom,2002 Winter Olympics
Rhythmic Gymnastics at the 2008 Summer Olympics,,
Judo at the 2004 Summer Olympics - Women's 48 kg,Women's Judo; - 48kg (extra-lightweight),2004 Summer Olympics
Diving at the 2000 Summer Olympics - Men's synchronized 3 metre springboard,Men's synchronized 3 metre springboard,2000 Summer Olympics
Swimming at the 1984 Summer Olympics - Women's 200 metre Individual Medley,Women's 200m individual medley,1984 Summer Olympics
Diving at the 1976 Summer Olympics - Men's 3 metre springboard,Men's 3 metre springboard,1976 Summer Olympics
Athletics at the 1956 Summer Olympics - Men's 110 metre hurdles,Men's Athletics; 110m hurdles,1956 Summer Olympics
Athletics at the 1996 Summer Olympics - Men's 20 km walk,Men's 20km walk,1996 Summer Olympics
Cycling at the 1920 Summer Olympics - Men's sprint,Men's Track cycling; Sprint individual,1920 Summer Olympics
Swimming at the 1984 Summer Olympics - Men's 4 x 100 metre medley relay,,1984 Summer Olympics
Athletics at the 1904 Summer Olympics - Men's hammer throw,Men's Hammer throw,1904 Summer Olympics
Athletics at the 1952 Summer Olympics - Women's 80m Hurdles,Women's Athletics; 80m Hurdles,1952 Summer Olympics
Wrestling at the 1952 Summer Olympics - Greco-Roman Middleweight,Men's Greco-Roman Wrestling; Middleweight 73-79kg,1952 Summer Olympics
Athletics at the 1976 Summer Olympics - Women's 1500 metres,Women's Athletics; 1500m,1976 Summer Olympics
Gymnastics at the 1984 Summer Olympics – Men's horizontal bar,Men's Horizontal bar,1984 Summer Olympics
Equestrian at the 1952 Summer Olympics - Jumping; Individual,Jumping; individual,1952 Summer Olympics
Equestrian at the 1956 Summer Olympics - Dressage; Individual,Individual Dressage,1956 Summer Olympics
Gymnastics at the 1988 Summer Olympics – Women's uneven bars,Women's Uneven bars,1988 Summer Olympics
Gymnastics at the 1988 Summer Olympics – Men's floor,,
Speed Skating at the 1964 Winter Olympics - Women's 500m,Women's 500 m,1964 Winter Olympics
Cross-Country Skiing at the 1994 Winter Olympics - Men's 30km,Men's Cross-country; 30km,1994 Winter Olympics
Speed Skating at the 1988 Winter Olympics - Men's 5000m,Speed skating - Men's 5000m,1988 Winter Olympics
Archery at the 1980 Summer Olympics - Women's Individual,Women's Archery; individual,1980 Summer Olympics
Wrestling at the 1960 Summer Olympics - Greco-Roman Middleweight,Men's Greco-Roman Wrestling; Middleweight 73-79kg,1960 Summer Olympics
Speed Skating at the 2002 Winter Olympics - Men's 5000m,Speed skating - Men's 5000m,2002 Winter Olympics
Boxing at the 1976 Summer Olympics - Light Flyweight,Men's Boxing; - Light Flyweight -48kg,1976 Summer Olympics
Athletics at the 2012 Summer Olympics – Women's shot put,Women's Shot put,2012 Summer Olympics
Boxing at the 2012 Summer Olympics – Men's flyweight,Men's Boxing; 48 - 51kg (flyweight),2012 Summer Olympics
Athletics at the 2012 Summer Olympics – Men's 4 x 400 metres relay,,
Cycling at the 2012 Summer Olympics – Women's road time trial,Women's Road cycling; individual time trial,2012 Summer Olympics
Judo at the 2008 Summer Olympics – Men's Lightweight 73 kg,Men's Judo; 66 - 73kg (lightweight),2008 Summer Olympics
Judo at the 1996 Summer Olympics - Women's 48 kg,Women's Judo; - 48kg (extra-lightweight),1996 Summer Olympics
Shooting at the 1920 Summer Olympics - Men's 100 metre team running deer; double shots,Men's 100 metre team running deer; double shots,1920 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's freestyle Super Heavyweight,Men's Wrestling; Freestyle Super Heavyweight + 100kg,1976 Summer Olympics
Tennis at the 1920 Summer Olympics - Mixed Doubles,,1920 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Men's Vault,Men's Vault,2008 Summer Olympics
Canoeing at the 2008 Summer Olympics - Men's C-1 500 metres,Men's C-1 500m (canoe single),2008 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's Greco-Roman Light Heavyweight,Men's Greco-Roman Wrestling; Light Heavyweight  82-90 kg,1976 Summer Olympics
Football at the 2004 Summer Olympics - Women's tournament,Women's football,2004 Summer Olympics
Cycling at the 1964 Summer Olympics - Men's team time trial,,1964 Summer Olympics
Rowing at the 1964 Summer Olympics - Men's coxed pairs,,1964 Summer Olympics
Diving at the 1988 Summer Olympics - Men's 10 metre platform,Men's 10 metre platform,1988 Summer Olympics
Gymnastics at the 1904 Summer Olympics - Men's parallel bars,Men's Parallel bars,1904 Summer Olympics
Water polo at the 1960 Summer Olympics,,
Athletics at the 1988 Summer Olympics - Men's 110 metres hurdles,Men's Athletics; 110m hurdles,1988 Summer Olympics
Athletics at the 1956 Summer Olympics - Women's 4 x 100 metres relay,,1956 Summer Olympics
Cycling at the 1904 Summer Olympics - 1/3 mile,Men's Track Cycling; 1/3 Mile,1904 Summer Olympics
Tennis at the 1912 Summer Olympics - Women's Indoor Singles,Women's Tennis; Indoor Singles,1912 Summer Olympics
Archery at the 1900 Summer Olympics - Au Cordon Doré 33 metres,Men's Au cordon doré 33m,1900 Summer Olympics
Fencing at the 1912 Summer Olympics - Men's Épée; Individual,Men's Épée individual,1912 Summer Olympics
Tennis at the 1912 Summer Olympics - Men's Outdoor Singles,Men's Tennis; singles,1912 Summer Olympics
Weightlifting at the 2004 Summer Olympics - Women's 48 kg,Women's Weightlifting; 48kg,2004 Summer Olympics
Boxing at the 2012 Summer Olympics – Men's bantamweight,Men's Boxing; Bantamweight 51 - 54kg,2012 Summer Olympics
Athletics at the 2012 Summer Olympics – Men's triple jump,Men's Triple jump,2012 Summer Olympics
Judo at the 2012 Summer Olympics – Men's 90 kg,Men's Judo; 81 - 90kg (middleweight),2012 Summer Olympics
Tennis at the 1900 Summer Olympics - Women's Singles,Women's Tennis; singles,1900 Summer Olympics
Swimming at the 1976 Summer Olympics - Men's 4 x 100 metre medley relay,Men's 4x100m medley relay,1976 Summer Olympics
Cross-country skiing at the 2002 Winter Olympics – Women's 10 kilometre classical,Women's 10 km,2002 Winter Olympics
Diving at the 1908 Summer Olympics - Men's 10 metre platform,Men's 10 metre platform,1908 Summer Olympics
Athletics at the 1948 Summer Olympics – Women's shot put,Women's Shot put,1948 Summer Olympics
Wrestling at the 1908 Summer Olympics - Men's Greco-Roman Middleweight,Men's Greco Roman Wrestling; 66.6-73 kg,1908 Summer Olympics
Swimming at the 1908 Summer Olympics - Men's 4x200 metre freestyle relay,,1908 Summer Olympics
Fencing at the 1960 Summer Olympics – Men's sabre,,
Shooting at the 1908 Summer Olympics - Men's team free rifle,,1908 Summer Olympics
Athletics at the 1948 Summer Olympics – Women's javelin throw,Women's Javelin throw,1948 Summer Olympics
Boxing at the 1928 Summer Olympics - Men's welterweight,Men's Boxing; Welterweight 61.2-66.7kg,1928 Summer Olympics
Ice hockey at the 2010 Winter Olympics – Women's tournament,Women's Ice Hockey,2010 Winter Olympics
Art competitions at the 1912 Summer Olympics,,
Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Lightweight,Men's Greco-Roman Wrestling; Lightweight 60 - 66kg,2008 Summer Olympics
Shooting at the 2008 Summer Olympics - Women's 50 metre rifle; three positions,Women's 50m rifle 3 positions,2008 Summer Olympics
Athletics at the 1992 Summer Olympics - Men's long jump,Men's Long jump,1992 Summer Olympics
Swimming at the 1920 Summer Olympics - Women's 300 metre freestyle,Women's 300m Freestyle,1920 Summer Olympics
Archery at the 1904 Summer Olympics – Men's Double American Round,Men's Double American Round,1904 Summer Olympics
Fencing at the 2012 Summer Olympics - Men's Foil; Individual,Men's Foil individual,2012 Summer Olympics
Athletics at the 1912 Summer Olympics - Men's 100 metres,Men's Athletics; 100m,1912 Summer Olympics
Shot Put at the 2004 Summer Olympics,,2004 Summer Olympics
Weightlifting at the 1928 Summer Olympics - Men's Heavyweight +82.5 kg,Men's Weightlifting; Heavyweight +82.5,1928 Summer Olympics
Figure skating at the 1932 Winter Olympics - Women's Singles,Women's Singles,1932 Winter Olympics
Canoeing at the 1996 Summer Olympics - Men's K-2 500 metres,,
Judo at the 2000 Summer Olympics - Women's 48 kg,Women's Judo; - 48kg (extra-lightweight),2000 Summer Olympics
Athletics at the 2008 Summer Olympics - Men's marathon,Men's Marathon,2008 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's freestyle Light Heavyweight,Men's freestyle wrestling; light heavyweight 90kg,1976 Summer Olympics
Canoeing at the 1972 Summer Olympics - Men's K-4 1000 metres,,
Gymnastics at the 1984 Summer Olympics – Women's rhythmic individual all-around,Women's Rhythmic gymnastics; individual all-round,1984 Summer Olympics
Gymnastics at the 1960 Summer Olympics – Men's vault,Men's Vault,1960 Summer Olympics
Boxing at the 2012 Summer Olympics – Men's light welterweight,Men's Boxing; 60 - 64 kg (light welterweight),2012 Summer Olympics
Sailing at the 2004 Summer Olympics - Finn class,Finn Class,2004 Summer Olympics
Weightlifting at the 2012 Summer Olympics – Men's 62 kg,Men's Weightlifting; Featherweight 56-62 kg,2012 Summer Olympics
Swimming at the 2012 Summer Olympics – Women's 4 x 100 metre freestyle relay,Women's 4x100m freestyle relay,2012 Summer Olympics
Athletics at the 1980 Summer Olympics – Women's 4 x 100 metres relay,,
Athletics at the 2012 Summer Olympics – Women's 400 metres,Women's Athletics; 400m,2012 Summer Olympics
Judo at the 2012 Summer Olympics – Men's +100 kg,Men's Judo; + 100kg (heavyweight),2012 Summer Olympics
Swimming at the 2012 Summer Olympics – Men's 200 metre individual medley,Men's 200m individual medley,2012 Summer Olympics
Fencing at the 1996 Summer Olympics – Men's team foil,,
Athletics at the 2012 Summer Olympics – Men's 50 kilometres walk,,
Shooting at the 1896 Summer Olympics - Men's 25 metre military pistol,25 metre military pistol,1896 Summer Olympics
Rowing at the 1900 Summer Olympics - Coxed eights,,1900 Summer Olympics
Alpine skiing at the 2006 Winter Olympics - Women's Super-G,Women's Super-G,2006 Winter Olympics
Athletics at the 1976 Summer Olympics – Men's 400 metres,Men's Athletics; 400m,1976 Summer Olympics
Swimming at the 1976 Summer Olympics - Women's 100 metre butterfly,Women's 100m butterfly,1976 Summer Olympics
Athletics at the 1908 Summer Olympics - Men's discus throw,,1908 Summer Olympics
Swimming at the 1996 Summer Olympics - Women's 200 metre breaststroke,Women's 200m breaststroke,1996 Summer Olympics
Athletics at the 2004 Summer Olympics - Men's shot put,Men's Shot put,2004 Summer Olympics
Athletics at the 2000 Summer Olympics - Women's high jump,Women's High jump,2000 Summer Olympics
Swimming at the 1996 Summer Olympics - Men's 200 metre backstroke,Men's 200m backstroke,1996 Summer Olympics
Swimming at the 1964 Summer Olympics – Men's 4 x 200 metre freestyle relay,Men's 4x200m freestyle relay,1964 Summer Olympics
Luge at the 2010 Winter Olympics – Women's singles,Women's Singles,2010 Winter Olympics
Shooting at the 1912 Summer Olympics - Men's 25 metre rapid fire pistol,Men's 25m rapid fire pistol,1912 Summer Olympics
Water polo at the 1948 Summer Olympics,,
Tennis at the 1988 Summer Olympics - Women's Doubles,,1988 Summer Olympics
Volleyball at the 2000 Summer Olympics - Women's volleyball,Women's Volleyball,2000 Summer Olympics
Archery at the 1920 Summer Olympics - Team moving bird; 50 metres,,1920 Summer Olympics
Modern pentathlon at the 1936 Summer Olympics,,
Diving at the 2000 Summer Olympics - Women's 10 metre platform,Women's 10 metre platform,2000 Summer Olympics
Modern pentathlon at the 1912 Summer Olympics,,1912 Summer Olympics
Rowing at the 2012 Summer Olympics – Men's lightweight coxless four,Men's Lightweight coxless four,2012 Summer Olympics
Gymnastics at the 2012 Summer Olympics – Men's rings,Men's Rings,2012 Summer Olympics
Football at the 2012 Summer Olympics – Women's tournament,Women's football,2012 Summer Olympics
Tennis at the 2012 Summer Olympics - Women's Singles,Women's Tennis; singles,2012 Summer Olympics
